assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins,experiment_type,instrument,pmid,pool_id,ionbot_version
35264,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_37,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,66001,12785,4375,1533,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35265,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_38,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,66788,12822,4346,1507,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35266,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_39,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,64774,12483,4245,1426,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35267,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_4,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,32972,5828,2135,463,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35268,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_40,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,67073,12999,4457,1501,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35269,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_41,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,61070,11708,4099,1319,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35270,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_42,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,58822,11393,3819,1277,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35271,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_43,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,54331,10589,3416,1215,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35272,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_44,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,57566,11432,3956,1332,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35273,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_45,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,70826,14854,5071,1671,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35274,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_46,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,86040,16829,5721,1861,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35275,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_5,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,38611,6720,2563,824,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35276,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_6,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,39336,6747,2560,985,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35277,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_7,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,32278,5248,1914,873,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35278,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_8,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,36990,6144,2115,910,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
35279,1871,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_9,551,MCF7,adenocarcinoma,/,breast,/,,PXD004452,44028,7590,2772,1047,in-solution,Q-exactive,28601559,16,IONBOT_v0.7.0
34871,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_1,563,HCT116,carcinoma,/,colon,/,,PXD004452,21511,3199,927,454,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34872,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_10,563,HCT116,carcinoma,/,colon,/,,PXD004452,53085,8571,3091,1142,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34873,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_11,563,HCT116,carcinoma,/,colon,/,,PXD004452,53619,8784,3165,1165,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34874,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_12,563,HCT116,carcinoma,/,colon,/,,PXD004452,57136,9448,3379,1287,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34875,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_13,563,HCT116,carcinoma,/,colon,/,,PXD004452,59536,10163,3685,1374,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34876,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_14,563,HCT116,carcinoma,/,colon,/,,PXD004452,61113,10077,3549,1396,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34877,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_15,563,HCT116,carcinoma,/,colon,/,,PXD004452,60622,10271,3751,1444,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34878,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_16,563,HCT116,carcinoma,/,colon,/,,PXD004452,67274,11284,3986,1473,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34879,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_17,563,HCT116,carcinoma,/,colon,/,,PXD004452,77191,12980,4691,1708,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34880,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_18,563,HCT116,carcinoma,/,colon,/,,PXD004452,74200,12813,4485,1655,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34881,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_19,563,HCT116,carcinoma,/,colon,/,,PXD004452,75287,13374,4824,1665,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34882,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_2,563,HCT116,carcinoma,/,colon,/,,PXD004452,6088,949,335,219,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34883,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_20,563,HCT116,carcinoma,/,colon,/,,PXD004452,75549,13604,4673,1666,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34884,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_21,563,HCT116,carcinoma,/,colon,/,,PXD004452,74165,13466,4529,1651,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34885,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_22,563,HCT116,carcinoma,/,colon,/,,PXD004452,80318,14409,4792,1719,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34886,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_23,563,HCT116,carcinoma,/,colon,/,,PXD004452,83197,14586,5200,1811,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34887,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_24,563,HCT116,carcinoma,/,colon,/,,PXD004452,80729,14442,4982,1790,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34888,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_25,563,HCT116,carcinoma,/,colon,/,,PXD004452,84320,14879,5147,1784,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34889,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_26,563,HCT116,carcinoma,/,colon,/,,PXD004452,80306,14396,5017,1771,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34890,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_27,563,HCT116,carcinoma,/,colon,/,,PXD004452,80887,15087,5191,1812,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34891,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_28,563,HCT116,carcinoma,/,colon,/,,PXD004452,81820,15208,5265,1783,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34892,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_29,563,HCT116,carcinoma,/,colon,/,,PXD004452,80415,15004,5209,1805,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34893,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_3,563,HCT116,carcinoma,/,colon,/,,PXD004452,543,106,30,21,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34894,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_30,563,HCT116,carcinoma,/,colon,/,,PXD004452,84843,15688,5488,1898,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34895,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_31,563,HCT116,carcinoma,/,colon,/,,PXD004452,80044,14804,5058,1859,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34896,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_32,563,HCT116,carcinoma,/,colon,/,,PXD004452,81757,15224,5120,1825,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34897,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_33,563,HCT116,carcinoma,/,colon,/,,PXD004452,82756,15845,5418,1908,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34898,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_34,563,HCT116,carcinoma,/,colon,/,,PXD004452,86147,16398,5459,1975,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34899,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_35,563,HCT116,carcinoma,/,colon,/,,PXD004452,83126,15749,5266,1886,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34900,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_36,563,HCT116,carcinoma,/,colon,/,,PXD004452,81236,15327,5312,1889,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34901,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_37,563,HCT116,carcinoma,/,colon,/,,PXD004452,80698,15308,5195,1810,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34902,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_38,563,HCT116,carcinoma,/,colon,/,,PXD004452,82137,15340,5155,1795,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34903,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_39,563,HCT116,carcinoma,/,colon,/,,PXD004452,79764,15491,5283,1795,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34904,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_4,563,HCT116,carcinoma,/,colon,/,,PXD004452,32133,4916,1773,387,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34905,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_40,563,HCT116,carcinoma,/,colon,/,,PXD004452,76905,14793,5217,1778,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34906,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_41,563,HCT116,carcinoma,/,colon,/,,PXD004452,74265,14342,5124,1719,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34907,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_42,563,HCT116,carcinoma,/,colon,/,,PXD004452,70561,13589,4635,1539,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34908,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_43,563,HCT116,carcinoma,/,colon,/,,PXD004452,68265,13406,4576,1575,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34909,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_44,563,HCT116,carcinoma,/,colon,/,,PXD004452,67441,12974,4707,1618,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34910,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_45,563,HCT116,carcinoma,/,colon,/,,PXD004452,79596,16281,5682,1919,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34911,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_46,563,HCT116,carcinoma,/,colon,/,,PXD004452,88629,17391,6031,1987,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34912,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_5,563,HCT116,carcinoma,/,colon,/,,PXD004452,39807,6365,2400,951,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34913,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_6,563,HCT116,carcinoma,/,colon,/,,PXD004452,44489,7194,2843,1028,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34914,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_7,563,HCT116,carcinoma,/,colon,/,,PXD004452,43115,6775,2464,1028,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34915,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_8,563,HCT116,carcinoma,/,colon,/,,PXD004452,48906,7971,2776,1059,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34916,1871,20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_9,563,HCT116,carcinoma,/,colon,/,,PXD004452,51126,8351,2941,1143,in-solution,Q-exactive,28601559,8,IONBOT_v0.7.0
34963,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_1,563,HCT116,carcinoma,/,colon,/,,PXD004452,44392,7056,2244,960,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34964,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_10,563,HCT116,carcinoma,/,colon,/,,PXD004452,48532,8432,3016,1092,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34965,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_11,563,HCT116,carcinoma,/,colon,/,,PXD004452,47843,8436,3175,1131,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34966,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_12,563,HCT116,carcinoma,/,colon,/,,PXD004452,47759,8681,3225,1204,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34967,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_13,563,HCT116,carcinoma,/,colon,/,,PXD004452,55846,10247,3884,1293,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34968,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_14,563,HCT116,carcinoma,/,colon,/,,PXD004452,54695,9800,3452,1270,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34969,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_15,563,HCT116,carcinoma,/,colon,/,,PXD004452,59072,10306,3755,1340,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34970,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_16,563,HCT116,carcinoma,/,colon,/,,PXD004452,61486,11221,4074,1385,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34971,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_17,563,HCT116,carcinoma,/,colon,/,,PXD004452,68769,12431,4508,1552,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34972,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_18,563,HCT116,carcinoma,/,colon,/,,PXD004452,65908,12205,4378,1582,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34973,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_19,563,HCT116,carcinoma,/,colon,/,,PXD004452,71742,13235,4725,1599,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34974,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_2,563,HCT116,carcinoma,/,colon,/,,PXD004452,4527,698,235,159,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34975,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_20,563,HCT116,carcinoma,/,colon,/,,PXD004452,70980,13525,4637,1552,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34976,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_21,563,HCT116,carcinoma,/,colon,/,,PXD004452,71010,13477,4434,1579,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34977,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_22,563,HCT116,carcinoma,/,colon,/,,PXD004452,75853,14290,4766,1641,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34978,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_23,563,HCT116,carcinoma,/,colon,/,,PXD004452,78673,14749,5214,1751,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34979,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_24,563,HCT116,carcinoma,/,colon,/,,PXD004452,75260,13951,4839,1668,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34980,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_25,563,HCT116,carcinoma,/,colon,/,,PXD004452,81553,15377,5236,1748,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34981,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_26,563,HCT116,carcinoma,/,colon,/,,PXD004452,76426,14444,5031,1724,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34982,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_27,563,HCT116,carcinoma,/,colon,/,,PXD004452,79207,15200,5266,1810,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34983,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_28,563,HCT116,carcinoma,/,colon,/,,PXD004452,76657,14912,5120,1710,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34984,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_29,563,HCT116,carcinoma,/,colon,/,,PXD004452,77950,14661,5152,1766,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34985,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_3,563,HCT116,carcinoma,/,colon,/,,PXD004452,3972,583,185,105,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34986,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_30,563,HCT116,carcinoma,/,colon,/,,PXD004452,80931,15712,5405,1836,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34987,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_31,563,HCT116,carcinoma,/,colon,/,,PXD004452,82366,15707,5425,1904,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34988,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_32,563,HCT116,carcinoma,/,colon,/,,PXD004452,82642,15939,5201,1826,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34989,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_33,563,HCT116,carcinoma,/,colon,/,,PXD004452,82506,15905,5519,1889,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34990,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_34,563,HCT116,carcinoma,/,colon,/,,PXD004452,87789,16921,5711,1977,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34991,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_35,563,HCT116,carcinoma,/,colon,/,,PXD004452,81731,15888,5367,1851,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34992,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_36,563,HCT116,carcinoma,/,colon,/,,PXD004452,81170,15871,5574,1861,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34993,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_37,563,HCT116,carcinoma,/,colon,/,,PXD004452,76829,15026,5105,1784,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34994,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_38,563,HCT116,carcinoma,/,colon,/,,PXD004452,80220,15336,5147,1769,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34995,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_39,563,HCT116,carcinoma,/,colon,/,,PXD004452,80103,15765,5386,1787,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34996,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_4,563,HCT116,carcinoma,/,colon,/,,PXD004452,28584,5130,2262,477,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34997,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_40,563,HCT116,carcinoma,/,colon,/,,PXD004452,77300,15275,5342,1806,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34998,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_41,563,HCT116,carcinoma,/,colon,/,,PXD004452,74605,14693,5215,1698,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34999,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_42,563,HCT116,carcinoma,/,colon,/,,PXD004452,71478,14098,4877,1623,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35000,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_43,563,HCT116,carcinoma,/,colon,/,,PXD004452,69787,13915,4759,1643,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35001,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_44,563,HCT116,carcinoma,/,colon,/,,PXD004452,68118,13235,4791,1583,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35002,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_45_2,563,HCT116,carcinoma,/,colon,/,,PXD004452,85262,17961,6324,2007,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35003,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_46,563,HCT116,carcinoma,/,colon,/,,PXD004452,84833,16469,5724,1926,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35004,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_5,563,HCT116,carcinoma,/,colon,/,,PXD004452,36847,6709,2588,854,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35005,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_6,563,HCT116,carcinoma,/,colon,/,,PXD004452,41945,7180,2971,984,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35006,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_7,563,HCT116,carcinoma,/,colon,/,,PXD004452,38271,6507,2467,942,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35007,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_8,563,HCT116,carcinoma,/,colon,/,,PXD004452,41577,7043,2510,999,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
35008,1871,20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_9,563,HCT116,carcinoma,/,colon,/,,PXD004452,46951,8006,2887,1035,in-solution,Q-exactive,28601559,10,IONBOT_v0.7.0
34826,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_1,566,A549,adenocarcinoma,/,lung,/,,PXD004452,27148,3961,1152,533,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34827,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_10,566,A549,adenocarcinoma,/,lung,/,,PXD004452,54230,8369,3012,1131,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34828,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_11,566,A549,adenocarcinoma,/,lung,/,,PXD004452,55591,8874,3040,1131,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34829,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_12,566,A549,adenocarcinoma,/,lung,/,,PXD004452,57720,9216,3133,1210,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34830,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_13,566,A549,adenocarcinoma,/,lung,/,,PXD004452,61053,9610,3355,1279,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34831,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_14,566,A549,adenocarcinoma,/,lung,/,,PXD004452,62383,9821,3311,1290,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34832,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_15,566,A549,adenocarcinoma,/,lung,/,,PXD004452,62917,10313,3612,1348,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34833,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_16,566,A549,adenocarcinoma,/,lung,/,,PXD004452,69280,11113,3989,1388,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34834,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_17,566,A549,adenocarcinoma,/,lung,/,,PXD004452,69667,11114,3988,1415,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34835,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_18,566,A549,adenocarcinoma,/,lung,/,,PXD004452,75200,12299,4291,1467,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34836,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_19,566,A549,adenocarcinoma,/,lung,/,,PXD004452,77447,13336,4679,1562,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34837,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_2,566,A549,adenocarcinoma,/,lung,/,,PXD004452,9344,1395,490,307,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34838,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_20,566,A549,adenocarcinoma,/,lung,/,,PXD004452,77299,13274,4429,1559,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
34839,1871,20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_21,566,A549,adenocarcinoma,/,lung,/,,PXD004452,75014,12868,4273,1484,in-solution,Q-exactive,28601559,7,IONBOT_v0.7.0
