,h_uniprot,mouse_uniprot
4536,Q9Y2H9,Q9R1L5
4537,Q9Y2I1,Q80TM9
4538,Q9Y2J2,A0A5F8MPE1
4539,Q9Y2J4,B8JK87
4540,Q9Y2J8,Q08642
4541,Q9Y2K3,E9Q264
4542,Q9Y2K6,Q8C6M1
4543,Q9Y2L9,P62046
4544,Q9Y2P4,E9Q9W4
4545,Q9Y2P5,Q4LDG0
4546,Q9Y2P8,Q9JJT0
4547,Q9Y2Q0,P70704
4548,Q9Y2Q3,Q9DCM2
4549,Q9Y2Q5,Q9JHS3
4550,Q9Y2R0,Q9D2R6
4551,Q9Y2S6,Q8K003
4552,Q9Y2S7,Q91VA6
4553,Q9Y2T2,Q9JKC8
4554,Q9Y2T3,Q9R111
4555,Q9Y2T7,B2RUF0
4556,Q9Y2U8,D3YU56
4557,Q9Y2V2,Q9CR86
4558,Q9Y2V7,A0A0R4J0L5
4559,Q9Y2W1,Q569Z6
4560,Q9Y2X3,Q6DFW4
4561,Q9Y2Y8,Q9JL95
4562,Q9Y2Z0,Q9CX34
4563,Q9Y2Z4,Q8BYL4
4564,Q9Y305,Q9R0X4
4565,Q9Y316,Q91VH6
4566,Q9Y320,Q9D710
4567,Q9Y333,O35901
4568,Q9Y345,B2RQX9
4569,Q9Y366,Q62559
4570,Q9Y376,Q06138
4571,Q9Y385,Q9JJZ4
4572,Q9Y394,A0A1Y7VN19
4573,Q9Y399,Q924T2
4574,Q9Y3A2,Q9CZJ1
4575,Q9Y3A4,Q9D1C9
4576,Q9Y3A6,Q9CXE7
4577,Q9Y3B4,P59708
4578,Q9Y3B7,Q9CQF0
4579,Q9Y3B9,Q9CYX7
4580,Q9Y3C4,Q8QZZ7
4581,Q9Y3C5,Q9QYK7
4582,Q9Y3C6,Q9D0W5
4583,Q9Y3C8,Q9CR09
4584,Q9Y3D2,Q78J03
4585,Q9Y3D6,Q9CQ92
4586,Q9Y3D9,Q8VE22
4587,Q9Y3E1,Q9JMG7
4588,Q9Y3E2,Q9D8S9
4589,Q9Y3E7,Q9CQ10
4590,Q9Y3F4,Q9Z1Z2
4591,Q9Y3I0,Q99LF4
4592,Q9Y3I1,Q3U7U3
4593,Q9Y3L3,P55194
4594,Q9Y3M8,F8WIY7
4595,Q9Y3P9,A2AWA9
4596,Q9Y3Q3,Q78IS1
4597,Q9Y3Q8,Q3U1U6
4598,Q9Y3R5,Q3UHQ6
4599,Q9Y3T9,J3QK52
4600,Q9Y3U8,Q6ZWZ4
4601,Q9Y3Z3,Q60710
4602,Q9Y426,E9Q3C1
4603,Q9Y446,Q9QY23
4604,Q9Y478,Q9R078
4605,Q9Y483,Q02395
4606,Q9Y490,P26039
4607,Q9Y4A0,B2RRL2
4608,Q9Y4B5,Q3UHU5
4609,Q9Y4B6,Q80TR8
4610,Q9Y4C2,Q8BNE1
4611,Q9Y4C8,Q8R3C6
4612,Q9Y4D1,Q8BPM0
4613,Q9Y4D7,Q3UH93
4614,Q9Y4E6,Q920I9
4615,Q9Y4E8,Q8R5H1
4616,Q9Y4G6,A0A1L1SQ51
4617,Q9Y4H2,P81122
4618,Q9Y4J8,A0A1Y7VL34
4619,Q9Y4K0,P58022
4620,Q9Y4K3,P70196
4621,Q9Y4K4,Q8BPM2
4622,Q9Y4P8,Q80W47
4623,Q9Y4W2,A2BE28
4624,Q9Y4W6,Q8JZQ2
4625,Q9Y4X5,Q9Z1K5
4626,Q9Y512,Q8BGH2
4627,Q9Y570,Q8BVQ5
4628,Q9Y572,Q9QZL0
4629,Q9Y584,Q9CQ85
4630,Q9Y586,Q8BPP1
4631,Q9Y5A9,Q91YT7
4632,Q9Y5B6,P58501
4633,Q9Y5B9,G3X956
4634,Q9Y5J1,Q5SSI6
4635,Q9Y5J5,Q9WV95
4636,Q9Y5J6,D3YVK4
4637,Q9Y5J7,Q9WV98
4638,Q9Y5K6,Q9JLQ0
4639,Q9Y5L3,O55026
4640,Q9Y5L4,P62075
4641,Q9Y5M8,P47758
4642,Q9Y5N5,Q6SKR2
4643,Q9Y5P6,Q8BTZ7
4644,Q9Y5R8,B1ASW6
4645,Q9Y5S1,Q9WTR1
4646,Q9Y5S2,Q7TT50
4647,Q9Y5S9,Q9CWZ3
4648,Q9Y5T5,Q99LG0
4649,Q9Y5U8,E9Q0V4
4650,Q9Y5V3,Q9QYH6
4651,Q9Y5X1,Q91VH2
4652,Q9Y5X2,Q8CFD4
4653,Q9Y5X3,Q9D8U8
4654,Q9Y5X4,Q9QXZ7
4655,Q9Y5Y6,P56677
4656,Q9Y5Y7,Q8BHC0
4657,Q9Y5Z4,Q9WU63
4658,Q9Y608,A0A668KLE1
4659,Q9Y613,Q6P9Q4
4660,Q9Y615,Q9QY84
4661,Q9Y617,Q99K85
4662,Q9Y624,O88792
4663,Q9Y625,Q8R3X6
4664,Q9Y646,Q9WVJ3
4665,Q9Y657,Q61142
4666,Q9Y673,Q9DB25
4667,Q9Y676,Q99N84
4668,Q9Y678,Q9QZE5
4669,Q9Y679,Q3U3K9
4670,Q9Y680,O54998
4671,Q9Y692,Q9JL60
4672,Q9Y696,Q9QYB1
4673,Q9Y697,Q9Z1J3
4674,Q9Y6A2,Q9WVK8
4675,Q9Y6A4,Q8BTU1
4676,Q9Y6C2,Q99K41
4677,Q9Y6C9,Q9D050
4678,Q9Y6D5,A2A5R2
4679,Q9Y6D6,G3X9K3
4680,Q9Y6D9,Q9WTX8
4681,Q9Y6F9,P22727
4682,Q9Y6G9,Q8R1Q8
4683,Q9Y6H1,Q9D1L0
4684,Q9Y6I3,Q80VP1
4685,Q9Y6K5,Q8VI93
4686,Q9Y6K8,Q920P5
4687,Q9Y6M4,A0A494BAP2
4688,Q9Y6M5,Q60738
4689,Q9Y6N5,Q9R112
4690,Q9Y6N6,Q9R0B6
4691,Q9Y6N9,E9QMN1
4692,Q9Y6Q1,O35646
4693,Q9Y6Q9,Q05BA5
4694,Q9Y6R1,A0A668KM61
4695,Q9Y6U3,Q60604
4696,Q9Y6V0,Q9QYX7
4697,Q9Y6W3,Q9R1S8
4698,Q9Y6W5,Q8BH43
4699,Q9Y6X5,Q8BTJ4
4700,Q9Y6X8,Q8C0C0
4701,Q9Y6X9,Q69ZX6
4702,Q9Y6Y0,Q920Q8
4703,Q9Y6Y8,G3X928
4704,A0A075B6I0,Not found
4705,A0A075B6K4,Not found
4706,A0A075B6Q5,Not found
4707,A0A0A0MRZ7,Not found
4708,A0A0A0MS14,Not found
4709,A0A0B4J1U7,Not found
4710,A0A0B4J1X8,Not found
4711,A0A0C4DH29,Not found
4712,A0A0C4DH30,Not found
4713,A0A0C4DH31,Not found
4714,A0A0C4DH36,Not found
4715,A0A0C4DH38,Not found
4716,A0A0C4DH39,Not found
4717,A0A0G2JMI3,Not found
4718,A0A0J9YX35,Not found
4719,A0A0J9YXX1,Not found
4720,A0JNW5,Not found
4721,A6NNZ2,Not found
4722,A8K2U0,Not found
4723,C9JRZ8,Not found
4724,O00182,Not found
4725,O00479,Not found
4726,O00754,Not found
4727,O15047,Not found
4728,O15217,Not found
4729,O15235,Not found
4730,O15247,Not found
4731,O43422,Not found
4732,O43707,Not found
4733,O43813,Not found
4734,O60506,Not found
4735,O60829,Not found
4736,O60911,Not found
4737,O75531,Not found
4738,O75636,Not found
4739,O75795,Not found
4740,O76015,Not found
4741,O95059,Not found
4742,O95154,Not found
4743,O95671,Not found
4744,P00367,Not found
4745,P01037,Not found
4746,P01700,Not found
4747,P01701,Not found
4748,P01703,Not found
4749,P01704,Not found
4750,P01705,Not found
4751,P01714,Not found
4752,P01718,Not found
4753,P01721,Not found
4754,P01742,Not found
4755,P01764,Not found
4756,P01767,Not found
4757,P02042,Not found
4758,P02671,Not found
4759,P02776,Not found
4760,P02812,Not found
4761,P04745,Not found
4762,P05204,Not found
4763,P05976,Not found
4764,P06753,Not found
4765,P06858,Not found
4766,P07197,Not found
4767,P07320,Not found
4768,P07476,Not found
4769,P07711,Not found
4770,P07900,Not found
4771,P08263,Not found
4772,P08519,Not found
4773,P08603,Not found
4774,P08648,Not found
4775,P09210,Not found
4776,P09228,Not found
4777,P09238,Not found
4778,P09914,Not found
4779,P0CG38,Not found
4780,P0CG39,Not found
4781,P0DJI8,Not found
4782,P0DJI9,Not found
4783,P11169,Not found
4784,P11597,Not found
4785,P12035,Not found
4786,P12236,Not found
4787,P13473,Not found
4788,P13501,Not found
4789,P13646,Not found
4790,P14209,Not found
4791,P14649,Not found
4792,P14866,Not found
4793,P17066,Not found
4794,P17516,Not found
4795,P19099,Not found
4796,P19957,Not found
4797,P20160,Not found
4798,P20592,Not found
4799,P20851,Not found
4800,P20962,Not found
4801,P22528,Not found
4802,P22570,Not found
4803,P23083,Not found
4804,P23443,Not found
4805,P23470,Not found
4806,P23743,Not found
4807,P25398,Not found
4808,P25815,Not found
4809,P27338,Not found
4810,P27544,Not found
4811,P28325,Not found
4812,P29622,Not found
4813,P30050,Not found
4814,P30711,Not found
4815,P31151,Not found
4816,P32455,Not found
4817,P32926,Not found
4818,P35321,Not found
4819,P35813,Not found
4820,P42166,Not found
4821,P42167,Not found
4822,P45973,Not found
4823,P46778,Not found
4824,P47929,Not found
4825,P48539,Not found
4826,P49448,Not found
4827,P49662,Not found
4828,P50148,Not found
4829,P50914,Not found
4830,P51452,Not found
4831,P51687,Not found
4832,P51689,Not found
4833,P51809,Not found
4834,P55160,Not found
4835,P56470,Not found
4836,P57053,Not found
4837,P61020,Not found
4838,P62241,Not found
4839,P62304,Not found
4840,P62306,Not found
4841,P62328,Not found
4842,P62854,Not found
4843,P63218,Not found
4844,P68871,Not found
4845,P80511,Not found
4846,P80748,Not found
4847,P81605,Not found
4848,P83105,Not found
4849,P84157,Not found
4850,Q00325,Not found
4851,Q00604,Not found
4852,Q01974,Not found
4853,Q02388,Not found
4854,Q02413,Not found
4855,Q05315,Not found
4856,Q06141,Not found
4857,Q08554,Not found
4858,Q12955,Not found
4859,Q13011,Not found
4860,Q13185,Not found
4861,Q13325,Not found
4862,Q13347,Not found
4863,Q13496,Not found
4864,Q13637,Not found
4865,Q13683,Not found
4866,Q13790,Not found
4867,Q13938,Not found
4868,Q14126,Not found
4869,Q14574,Not found
4870,Q14641,Not found
4871,Q15054,Not found
4872,Q15847,Not found
4873,Q16695,Not found
4874,Q16772,Not found
4875,Q32P51,Not found
4876,Q3ZAQ7,Not found
4877,Q504Q3,Not found
4878,Q53FA7,Not found
4879,Q53HV7,Not found
4880,Q5K651,Not found
4881,Q5TDH0,Not found
4882,Q6B0K9,Not found
4883,Q6EEV6,Not found
4884,Q6K0P9,Not found
4885,Q6P179,Not found
4886,Q6P2I3,Not found
4887,Q6PEY2,Not found
4888,Q6PL18,Not found
4889,Q6UN15,Not found
4890,Q6ZS11,Not found
4891,Q6ZVX7,Not found
4892,Q70UQ0,Not found
4893,Q7Z3T8,Not found
4894,Q86SK9,Not found
4895,Q86V15,Not found
4896,Q86X51,Not found
4897,Q8IUX4,Not found
4898,Q8IXJ6,Not found
4899,Q8N323,Not found
4900,Q8N5I4,Not found
4901,Q8NB46,Not found
4902,Q8NFW1,Not found
4903,Q8NHV4,Not found
4904,Q8WTQ7,Not found
4905,Q8WUM4,Not found
4906,Q8WV74,Not found
4907,Q8WW12,Not found
4908,Q8WW59,Not found
4909,Q8WWU7,Not found
4910,Q8WXA9,Not found
4911,Q92496,Not found
4912,Q92747,Not found
4913,Q92851,Not found
4914,Q92953,Not found
4915,Q93008,Not found
4916,Q96D15,Not found
4917,Q96GT9,Not found
4918,Q96HR9,Not found
4919,Q96IS3,Not found
4920,Q96MW7,Not found
4921,Q96PM9,Not found
4922,Q96PP9,Not found
4923,Q99525,Not found
4924,Q99683,Not found
4925,Q99895,Not found
4926,Q9BQ61,Not found
4927,Q9BRP8,Not found
4928,Q9BS92,Not found
4929,Q9BSJ8,Not found
4930,Q9BTT4,Not found
4931,Q9BXR6,Not found
4932,Q9BYJ0,Not found
4933,Q9H0I9,Not found
4934,Q9H0R5,Not found
4935,Q9H1X3,Not found
4936,Q9H788,Not found
4937,Q9H853,Not found
4938,Q9HC16,Not found
4939,Q9NR16,Not found
4940,Q9NR99,Not found
4941,Q9NRG1,Not found
4942,Q9NRW3,Not found
4943,Q9NVH6,Not found
4944,Q9NVR2,Not found
4945,Q9NXZ2,Not found
4946,Q9NY27,Not found
4947,Q9NZD4,Not found
4948,Q9P1Z2,Not found
4949,Q9UG22,Not found
4950,Q9UKN1,Not found
4951,Q9UKX2,Not found
4952,Q9ULC4,Not found
4953,Q9ULE0,Not found
4954,Q9ULU8,Not found
4955,Q9UNS1,Not found
4956,Q9UQ80,Not found
4957,Q9Y2G2,Not found
4958,Q9Y2W2,Not found
4959,Q9Y623,Not found
4960,Q9Y6R7,Not found
4961,A6NMY6,Not found
4962,P04280,Not found
4963,P0DP01,Not found
4964,P0DTE1,Not found
4965,P24928,Not found
4966,P59074,Not found
4967,Q14568,Not found
4968,Q58FF6,Not found
4969,Q58FF7,Not found
4970,Q58FF8,Not found
4971,Q58FG0,Not found
4972,Q58FG1,Not found
4973,Q5JSZ5,Not found
4974,Q8IUI4,Not found
4975,Q92928,Not found
4976,Q9BYX7,Not found
4977,Q9BZK3,Not found
4978,Q9H6N6,Not found
4979,Q9UN81,Not found
4980,Q9Y2D5,Not found
