,assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins
726,31227,1820,170322_HEK_RP_10_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,29071,5415,1517,325
727,31228,1820,170322_HEK_RP_11_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,27666,4852,1214,286
728,31229,1820,170322_HEK_RP_11_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,28339,4915,1240,279
729,31230,1820,170322_HEK_RP_12_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,25472,4183,1042,307
730,31231,1820,170322_HEK_RP_12_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,25091,4158,1032,301
731,31232,1820,170322_HEK_RP_13_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,23208,4019,1091,236
732,31233,1820,170322_HEK_RP_13_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,23152,4110,1135,237
733,31234,1820,170322_HEK_RP_14_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,28299,4969,1524,347
734,31235,1820,170322_HEK_RP_14_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,28138,5039,1541,337
735,31236,1820,170322_HEK_RP_15_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,25668,3656,913,228
736,31237,1820,170322_HEK_RP_15_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,25898,3852,969,252
737,31238,1820,170322_HEK_RP_16_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,26950,4441,1209,321
738,31239,1820,170322_HEK_RP_16_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,26897,4341,1198,319
739,31240,1820,170322_HEK_RP_17_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,30107,5218,1659,346
740,31241,1820,170322_HEK_RP_17_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,30540,5111,1642,339
741,31242,1820,170322_HEK_RP_18_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,26599,3852,1272,264
742,31243,1820,170322_HEK_RP_18_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,26372,3889,1264,270
743,31244,1820,170322_HEK_RP_19_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,30624,5592,1598,345
744,31245,1820,170322_HEK_RP_19_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,30930,5698,1583,353
745,31246,1820,170322_HEK_RP_20_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,27724,4244,1466,318
746,31247,1820,170322_HEK_RP_20_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,27454,4372,1530,299
747,31248,1820,170322_HEK_RP_21_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,30287,5509,2023,327
748,31249,1820,170322_HEK_RP_21_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,30736,5535,2012,310
749,31250,1820,170322_HEK_RP_22_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,31800,5875,1563,345
750,31251,1820,170322_HEK_RP_22_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,31381,5924,1603,340
751,31252,1820,170322_HEK_RP_23_A,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,30027,5404,1783,342
752,31253,1820,170322_HEK_RP_23_B,556,HEK293,healthy,/,fetal kidney,HEK293F,,PXD006035,29905,5512,1807,329
753,31336,1825,ZR_con_1d_130618_cyt2,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,27761,25868,23191,1859
754,31337,1825,ZR_con_1d_130618_cyt1,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,30674,28250,25287,2536
755,31338,1825,ZR_con_1d_130618_cyt4,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,29232,27528,24309,2332
756,31339,1825,ZR_con_1d_130618_cyt2b,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,28333,26579,23824,1891
757,31340,1825,ZR_con_1d_130618_cyt3,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,30089,28099,24137,2124
758,31341,1825,ZR_con_1d_130618_cyt1b,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,31154,28532,25556,2623
759,31342,1825,ZR_con_1d_130618_cyt4b,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,27821,26088,22978,2246
760,31343,1825,ZR_con_1d_130618_cyt3b,557,ZR751,ductal carcinoma,/,breast,/,,PXD001327,30067,28054,24117,2106
761,31278,1822,JVM-13_cyt_1a,558,JVM13,mantle cell lymphoma,/,blood,/,,PXD006591,169829,36259,12300,2178
762,31279,1822,JVM-13_cyt_1b,558,JVM13,mantle cell lymphoma,/,blood,/,,PXD006591,167070,36320,12316,2172
763,31280,1822,JVM-13_cyt_2a,558,JVM13,mantle cell lymphoma,/,blood,/,,PXD006591,178416,40469,13735,2257
764,31281,1822,JVM-13_cyt_2b,558,JVM13,mantle cell lymphoma,/,blood,/,,PXD006591,178591,42242,14347,2360
765,31282,1822,JVM-13_cyt_3a,558,JVM13,mantle cell lymphoma,/,blood,/,,PXD006591,177263,39257,13410,2253
766,31283,1822,JVM-13_cyt_3b,558,JVM13,mantle cell lymphoma,/,blood,/,,PXD006591,174395,40294,13503,2284
767,31284,1823,HUVEC_cyt_con_3b,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,130373,26561,9819,1888
768,31285,1823,HUVEC_cyt_con_6a,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,115536,18288,6911,1729
769,31286,1823,HUVEC_cyt_con_5b_4,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,158463,21331,7046,951
770,31287,1823,HUVEC_cyt_con_2a,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,126970,27838,10699,2148
771,31288,1823,HUVEC_cyt_con_1a_4,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,93479,13386,4180,848
772,31289,1823,HUVEC_cyt_con_3a,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,130445,26571,9859,1894
773,31290,1823,HUVEC_cyt_con_1b_4,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,94759,13970,4351,862
774,31291,1823,HUVEC_cyt_con_5a_1,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,159474,20972,9251,926
775,31292,1823,HUVEC_cyt_con_4a,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,131292,26345,9576,1904
776,31293,1823,HUVEC_cyt_con_5b_1,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,168160,26086,11454,1081
777,31294,1823,HUVEC_cyt_con_1b_3,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,107360,20232,6466,1027
778,31295,1823,HUVEC_cyt_con_1a_2,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,113958,23068,7598,1013
779,31296,1823,HUVEC_cyt_con_1a_1,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,123913,27337,10917,1318
780,31297,1823,HUVEC_cyt_con_1b_1,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,126999,27788,11102,1303
781,31298,1823,HUVEC_cyt_con_7b,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,58345,2722,1100,482
782,31299,1823,HUVEC_cyt_con_5b_2,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,154492,23232,8895,905
783,31300,1823,HUVEC_cyt_con_1b_2,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,115892,23249,7691,995
784,31301,1823,HUVEC_cyt_con_5a_3,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,157323,22208,6464,849
785,31302,1823,HUVEC_cyt_con_1a_3,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,106341,20224,6439,1009
786,31303,1823,HUVEC_cyt_con_5a_2,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,145837,19438,7446,769
787,31304,1823,HUVEC_cyt_con_7a,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,104168,14966,5743,1482
788,31305,1823,HUVEC_cyt_con_5b_3,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,164520,24825,7214,923
789,31306,1823,HUVEC_cyt_con_2b,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,117950,25595,9836,1908
790,31307,1823,HUVEC_cyt_con_5a_4,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,151929,19332,6284,888
791,31308,1823,HUVEC_cyt_con_6b,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,65333,3427,1312,534
792,31309,1823,HUVEC_cyt_con_4b,559,HUVEC,healthy,/,umbilical vein,/,,PXD003406,129272,26090,9447,1868
793,31310,1824,HUVEC_cyt_stim_1b_1,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,125841,27936,10983,1318
794,31311,1824,HUVEC_cyt_stim_1a_3,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,104212,19720,6057,975
795,31312,1824,HUVEC_cyt_stim_4a,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,127386,25250,9148,1815
796,31313,1824,HUVEC_cyt_stim_6b,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,64668,3180,1200,520
797,31314,1824,HUVEC_cyt_stim_3b,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,136510,28942,10661,2002
798,31315,1824,HUVEC_cyt_stim_5a_1,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,184374,35530,15234,1576
799,31316,1824,HUVEC_cyt_stim_5b_1,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,184315,36129,15438,1572
800,31317,1824,HUVEC_cyt_stim_5a_3,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,167809,27911,8405,1133
801,31318,1824,HUVEC_cyt_stim_7a,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,117535,18504,6927,1640
802,31319,1824,HUVEC_cyt_stim_1a_4,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,91227,13880,4212,798
803,31320,1824,HUVEC_cyt_stim_1b_2,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,116196,24583,8268,1074
804,31321,1824,HUVEC_cyt_stim_5b_2,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,169635,28916,11124,1101
805,31322,1824,HUVEC_cyt_stim_1b_4,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,93287,14439,4444,830
806,31323,1824,HUVEC_cyt_stim_5b_4,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,150571,21748,7597,1035
807,31324,1824,HUVEC_cyt_stim_7b,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,68774,3761,1470,599
808,31325,1824,HUVEC_cyt_stim_2b,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,110964,23713,8959,1826
809,31326,1824,HUVEC_cyt_stim_1b_3,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,107041,20431,6359,1009
810,31327,1824,HUVEC_cyt_stim_1a_1,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,122368,27590,10864,1262
811,31328,1824,HUVEC_cyt_stim_5a_2,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,167872,28360,10858,1092
812,31329,1824,HUVEC_cyt_stim_5b_3,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,169308,28841,8668,1151
813,31330,1824,HUVEC_cyt_stim_4b,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,130729,26406,9598,1827
814,31331,1824,HUVEC_cyt_stim_5a_4,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,151681,21616,7550,1040
815,31332,1824,HUVEC_cyt_stim_1a_2,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,117042,25200,8454,1068
816,31333,1824,HUVEC_cyt_stim_2a,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,124773,27034,10311,2038
817,31334,1824,HUVEC_cyt_stim_3a,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,136552,28889,10657,1995
818,31335,1824,HUVEC_cyt_stim_6a,560,HUVEC,healthy,IL-1b,umbilical vein,/,,PXD003407,115838,17714,6699,1666
819,31344,1826,130327_o2_01_hu_C1_2hr,561,SKBR3,adenocarcinoma,/,breast,AZD8931 resistant,,PXD002057,5658,5367,4366,1036
820,31346,1826,130327_o2_03_hu_C2_2hr,561,SKBR3,adenocarcinoma,/,breast,AZD8931 resistant,,PXD002057,4247,4020,3203,830
821,31348,1826,130327_o2_05_hu_C3_2hr,561,SKBR3,adenocarcinoma,/,breast,AZD8931 resistant,,PXD002057,4346,4109,3209,818
822,31345,1826,130327_o2_02_hu_P1_2hr,562,SKBR3,adenocarcinoma,/,breast,/,,PXD002057,9453,8718,7501,1593
823,31347,1826,130327_o2_04_hu_P2_2hr,562,SKBR3,adenocarcinoma,/,breast,/,,PXD002057,8124,7517,6444,1464
824,31349,1826,130327_o2_06_hu_P3_2hr,562,SKBR3,adenocarcinoma,/,breast,/,,PXD002057,8309,7697,6630,1502
825,31360,1828,20121023_EXQ4_JRW_SA_31L_1,565,U87,glioblastoma,/,brain,/,,PXD000661,53996,49583,45246,5041
826,31361,1828,20121023_EXQ4_JRW_SA_31L_2,565,U87,glioblastoma,/,brain,/,,PXD000661,54508,50111,45684,5041
827,31362,1828,20121023_EXQ4_JRW_SA_31L_3,565,U87,glioblastoma,/,brain,/,,PXD000661,55125,50620,46174,5085
828,31363,1828,20121023_EXQ4_JRW_SA_31T_1,565,U87,glioblastoma,/,brain,/,,PXD000661,44747,39463,35642,5280
829,31364,1828,20121023_EXQ4_JRW_SA_31T_2,565,U87,glioblastoma,/,brain,/,,PXD000661,44841,39617,35849,5277
830,31365,1828,20121023_EXQ4_JRW_SA_31T_3,565,U87,glioblastoma,/,brain,/,,PXD000661,46608,41084,37127,5344
831,31366,1828,20121023_EXQ4_JRW_SA_32L_1,566,A549,adenocarcinoma,/,lung,/,,PXD000661,49841,45041,41042,4979
832,31367,1828,20121023_EXQ4_JRW_SA_32L_2,566,A549,adenocarcinoma,/,lung,/,,PXD000661,49583,44829,40672,4929
833,31368,1828,20121023_EXQ4_JRW_SA_32T_3,566,A549,adenocarcinoma,/,lung,/,,PXD000661,41045,36048,31822,5033
834,31369,1828,20121023_EXQ4_JRW_SA_33L_2,567,PC3,carcinoma,/,prostate,/,,PXD000661,53253,48558,44257,5258
835,31370,1828,20121023_EXQ4_JRW_SA_33L_3,567,PC3,carcinoma,/,prostate,/,,PXD000661,52008,47584,43387,5232
836,31371,1828,20121023_EXQ4_JRW_SA_33T_2,567,PC3,carcinoma,/,prostate,/,,PXD000661,41484,36538,32946,5329
837,31372,1828,20121023_EXQ4_JRW_SA_34L_1,568,HepG2,hepatoblastoma,/,liver,/,,PXD000661,52756,48680,44562,4757
838,31373,1828,20121023_EXQ4_JRW_SA_34L_2,568,HepG2,hepatoblastoma,/,liver,/,,PXD000661,52635,48625,44454,4746
839,31374,1828,20121023_EXQ4_JRW_SA_34T_3,568,HepG2,hepatoblastoma,/,liver,/,,PXD000661,46884,41725,37521,5264
840,31864,1843,P15452_D_ZHI,565,U87,glioblastoma,/,brain,/,,PXD007759,122070,24336,8207,1320
841,31865,1843,P15452_D_ZHI_151114034033,565,U87,glioblastoma,/,brain,/,,PXD007759,121217,23958,8119,1351
842,31866,1843,P15452_D_ZHI_151114064020,565,U87,glioblastoma,/,brain,/,,PXD007759,120245,23927,8055,1316
843,31867,1843,P15452_T_ZHI,591,U87,glioblastoma,Temozolomide,brain,/,,PXD007759,120178,23792,8122,1440
844,31868,1843,P15452_T_ZHI_151113094012,591,U87,glioblastoma,Temozolomide,brain,/,,PXD007759,120458,23961,8207,1450
845,31869,1843,P15452_T_ZHI_151113124048,591,U87,glioblastoma,Temozolomide,brain,/,,PXD007759,119994,23600,8041,1424
846,31375,1829,160116_K052_OffLRP_RP_f01,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,17924,0,0,0
847,31376,1829,160116_K052_OffLRP_RP_f02,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,23390,448,172,131
848,31377,1829,160116_K052_OffLRP_RP_f03,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,24536,666,268,181
849,31378,1829,160116_K052_OffLRP_RP_f04,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,30679,745,269,190
850,31379,1829,160116_K052_OffLRP_RP_f05,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,30565,654,234,172
851,31380,1829,160116_K052_OffLRP_RP_f06,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,32448,988,352,252
852,31381,1829,160116_K052_OffLRP_RP_f07,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,34214,1027,360,240
853,31382,1829,160116_K052_OffLRP_RP_f08,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,32874,1123,378,254
854,31383,1829,160116_K052_OffLRP_RP_f09,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,31154,0,0,0
855,31384,1829,160116_K052_OffLRP_RP_f10,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,29819,0,0,0
856,31385,1829,160116_K052_OffLRP_RP_f11,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,32011,0,0,0
857,31386,1829,160116_K052_OffLRP_RP_f12,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,29250,0,0,0
858,31387,1829,160116_K052_OffLRP_RP_f13,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,33311,0,0,0
859,31388,1829,160116_K052_OffLRP_RP_f14,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,29400,0,0,0
860,31389,1829,160116_K052_OffLRP_RP_f15,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,31510,475,171,141
861,31390,1829,160116_K052_OffLRP_RP_f16,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,29252,0,0,0
862,31391,1829,160116_K052_OffLRP_RP_f17,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,29413,0,0,0
863,31392,1829,160116_K052_OffLRP_RP_f18,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,26359,345,114,90
864,31393,1829,160116_K052_OffLRP_RP_f19,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,26795,0,0,0
865,31394,1829,160116_K052_OffLRP_RP_f20,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,25465,0,0,0
866,31395,1829,160116_K052_OffLRP_RP_f21,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,22623,0,0,0
867,31396,1829,160116_K052_OffLRP_RP_f22,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,22926,126,34,31
868,31397,1829,160116_K052_OffLRP_RP_f23,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,20381,0,0,0
869,31398,1829,160116_K052_OffLRP_RP_f24,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,18155,0,0,0
870,31399,1829,20160205_PGM_K052_SCX_RP_01,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,40856,0,0,0
871,31400,1829,20160205_PGM_K052_SCX_RP_02,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,30575,0,0,0
872,31401,1829,20160205_PGM_K052_SCX_RP_03,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,29510,640,236,178
873,31402,1829,20160205_PGM_K052_SCX_RP_04,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,33625,1205,429,293
874,31403,1829,20160205_PGM_K052_SCX_RP_05,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,39381,1532,555,369
875,31404,1829,20160205_PGM_K052_SCX_RP_06,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,43274,1043,390,287
876,31405,1829,20160205_PGM_K052_SCX_RP_07,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,48341,1224,482,346
877,31406,1829,20160205_PGM_K052_SCX_RP_08,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,52179,951,309,245
878,31407,1829,20160205_PGM_K052_SCX_RP_09,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,55561,1054,376,278
879,31408,1829,20160205_PGM_K052_SCX_RP_10,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,52297,850,312,249
880,31409,1829,20160205_PGM_K052_SCX_RP_11,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,51028,588,209,183
881,31410,1829,20160205_PGM_K052_SCX_RP_12,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,17079,0,0,0
882,31411,1829,20160205_PGM_K052_SCX_RP_13,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,47387,751,299,243
883,31412,1829,20160205_PGM_K052_SCX_RP_14,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,48828,955,322,246
884,31413,1829,20160205_PGM_K052_SCX_RP_15,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,52795,1040,385,307
885,31414,1829,20160205_PGM_K052_SCX_RP_16,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,50478,1121,415,327
886,31415,1829,20160205_PGM_K052_SCX_RP_17,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,56526,1451,558,416
887,31416,1829,20160205_PGM_K052_SCX_RP_18,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,13199,369,147,118
888,31417,1829,20160205_PGM_K052_SCX_RP_19,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,57506,1252,438,324
889,31418,1829,20160205_PGM_K052_SCX_RP_20,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,37026,709,243,197
890,31419,1829,20160205_PGM_K052_SCX_RP_21,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,32254,0,0,0
891,31420,1829,20160205_PGM_K052_SCX_RP_22,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,20340,0,0,0
892,31421,1829,20160205_PGM_K052_SCX_RP_23,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,8316,0,0,0
893,31422,1829,20160205_PGM_K052_SCX_RP_24,569,KO52,myeloid leukemia,/,blood,/,,PXD008381,97,0,0,0
894,31423,1830,HL60_18hr_225uM_Zinc_1,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,37340,0,0,0
895,31424,1830,HL60_18hr_225uM_Zinc_2,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,41392,0,0,0
896,31425,1830,HL60_18hr_225uM_Zinc_3,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,39280,0,0,0
897,31426,1830,HL60_18hr_ctrl_1,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,42774,0,0,0
898,31434,1830,HL60_1hr_Zinc_1,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,29554,516,185,140
899,31435,1830,HL60_1hr_Zinc_2,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,32259,0,0,0
900,31436,1830,HL60_1hr_Zinc_3,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,31844,0,0,0
901,31437,1830,HL60_1hr_Zinc_4,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,27363,0,0,0
902,31438,1830,HL60_24hr_225uM_Zinc_1,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,39246,0,0,0
903,31439,1830,HL60_24hr_225uM_Zinc_2,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,39425,0,0,0
904,31440,1830,HL60_24hr_225uM_Zinc_3,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,39461,0,0,0
905,31441,1830,HL60_24hr_225uM_Zinc_4,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,40768,340,125,114
906,31446,1830,HL60_36hr_225uM_Zinc_1,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,49670,1165,426,316
907,31447,1830,HL60_36hr_225uM_Zinc_2,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,44099,688,258,209
908,31448,1830,HL60_36hr_225uM_Zinc_3,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,47962,717,260,217
909,31449,1830,HL60_36hr_225uM_Zinc_4,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,49987,1317,509,351
910,31454,1830,HL60_48hr_225uM_Zinc_1,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,43838,723,267,199
911,31455,1830,HL60_48hr_225uM_Zinc_2_160517015504,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,36969,0,0,0
912,31456,1830,HL60_48hr_225uM_Zinc_3_160517100009,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,39701,0,0,0
913,31457,1830,HL60_48hr_225uM_Zinc_4,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,43716,0,0,0
914,31466,1830,HL60_6hr_Zinc_1,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,47084,1238,438,314
915,31467,1830,HL60_6hr_Zinc_2,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,46607,1160,409,301
916,31468,1830,HL60_6hr_Zinc_3,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,48341,1019,375,281
917,31469,1830,HL60_6hr_Zinc_4,570,HL60,myeloid leukemia,zinc,blood,/,,PXD009149,45431,830,283,224
918,31427,1830,HL60_18hr_ctrl_2,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,39654,0,0,0
919,31428,1830,HL60_18hr_ctrl_3,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,38661,0,0,0
920,31429,1830,HL60_18hr_ctrl_4,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,38641,286,110,101
921,31430,1830,HL60_1hr_ctrl_1,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,26465,541,184,130
922,31431,1830,HL60_1hr_ctrl_2,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,25037,0,0,0
923,31432,1830,HL60_1hr_ctrl_3,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,28914,520,184,144
924,31433,1830,HL60_1hr_ctrl_4,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,28620,460,166,139
925,31442,1830,HL60_24hr_ctrl_1,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,40864,0,0,0
926,31443,1830,HL60_24hr_ctrl_2,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,40314,0,0,0
927,31444,1830,HL60_24hr_ctrl_3,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,38914,0,0,0
928,31445,1830,HL60_24hr_ctrl_4,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,40828,0,0,0
929,31450,1830,HL60_36hr_ctrl_1,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,48813,938,355,276
930,31451,1830,HL60_36hr_ctrl_2,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,47176,1030,392,294
931,31452,1830,HL60_36hr_ctrl_3,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,43090,833,277,198
932,31453,1830,HL60_36hr_ctrl_4,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,50620,1085,371,285
933,31458,1830,HL60_48hr_ctrl_1,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,46930,518,179,144
934,31459,1830,HL60_48hr_ctrl_2,571,HL60,myeloid leukemia,/,blood,/,,PXD009149,46998,846,285,214
